Day,Close,Volume,MA_20,MA_40
2020-07-11,44.3,2092.7898116,42.7145,44.0195
2020-07-12,44.69,4939.8725576,42.803,43.928000000000004
2020-07-13,44.69,17959.5453076,42.82,43.895
2020-07-14,43.91,9383.3843168,42.8075,43.82075
2020-07-15,43.91,7820.6846577999995,42.8765,43.731
2020-07-16,43.37,0.0,42.9285,43.64874999999999
2020-07-17,41.99,3023.8062937,42.8755,43.528
2020-07-18,41.91,3317.8185482,42.918,43.40975
2020-07-19,42.48,3730.1618471,42.973499999999994,43.31025
2020-07-20,42.62,8219.3182818,43.0075,43.227999999999994
2020-07-21,42.02,11372.5845203,43.0455,43.11125
2020-07-22,43.84,8223.3930184,43.144,43.127250000000004
2020-07-23,45.09,9382.3918863,43.346999999999994,43.1365
2020-07-24,45.07,8483.843421,43.542500000000004,43.135749999999994
2020-07-25,44.2,20748.7020262,43.644999999999996,43.1375
2020-07-26,48.96,21936.4442565,44.009,43.2675
2020-07-27,48.14,44060.5280621,44.2145,43.37475
2020-07-28,53.77,23324.3495444,44.737,43.618
2020-07-29,56.04,21139.7112752,45.2695,43.9345
2020-07-30,55.36,17147.4222487,45.818,44.247249999999994
2020-07-31,57.08,8773.5639254,46.457,44.585750000000004
2020-08-01,58.33,19788.9806926,47.139,44.971
2020-08-02,61.92,36436.8019998,48.0005,45.410250000000005
2020-08-03,56.68,13697.6476327,48.638999999999996,45.72324999999999
2020-08-04,58.48,11632.9153254,49.36749999999999,46.122
2020-08-05,57.67,13315.784359199999,50.0825,46.5055
2020-08-06,58.87,15289.8633264,50.926500000000004,46.900999999999996
2020-08-07,59.1,21988.5954507,51.786,47.352000000000004
2020-08-08,57.26,10401.6045584,52.525,47.74925
2020-08-09,58.52,4303.9734227,53.32000000000001,48.16375
2020-08-10,57.0,16528.1399722,54.069,48.557249999999996
2020-08-11,58.36,20694.4234087,54.794999999999995,48.9695
2020-08-12,54.16,8130.1543762,55.2485,49.29775
2020-08-13,54.5,17806.6756699,55.720000000000006,49.63125
2020-08-14,57.35,8770.2597357,56.3775,50.01125
2020-08-15,56.78,13233.6077315,56.768499999999996,50.38875
2020-08-16,60.03,18249.7408819,57.363,50.78875000000001
2020-08-17,64.05,32393.7759123,57.876999999999995,51.306999999999995
2020-08-18,67.27,15229.7192732,58.4385,51.854
2020-08-19,65.47,28883.1270533,58.944,52.38099999999999
2020-08-20,62.28,2.04371,59.20399999999999,52.830499999999994
2020-08-21,62.35,12265.0758549,59.404999999999994,53.272000000000006
2020-08-22,59.05,3592.9413702,59.26149999999999,53.63100000000001
2020-08-23,60.41,6346.5767539,59.448,54.043499999999995
2020-08-24,60.59,6909.075492,59.5535,54.4605
2020-08-25,62.1,15763.0470168,59.775,54.92875
2020-08-26,58.29,10643.1875196,59.746,55.33624999999999
2020-08-27,58.2,8.69895,59.701,55.7435
2020-08-28,55.61,4703.3953021,59.6185,56.071749999999994
2020-08-29,57.29,6187.8970845,59.556999999999995,56.4385
2020-08-30,57.06,10478.0311815,59.56,56.814499999999995
2020-08-31,62.92,13745.2265073,59.788,57.2915
2020-09-01,61.01,12910.5116953,60.1305,57.689499999999995
2020-09-02,62.75,13396.6163648,60.54299999999999,58.1315
2020-09-03,58.17,25227.1779016,60.584,58.48075
2020-09-04,47.6,16495.0746513,60.125,58.44675000000001
2020-09-05,50.46,12858.2966099,59.64649999999999,58.50475
2020-09-06,47.71,11870.681982099999,58.829499999999996,58.35325
2020-09-07,47.92,11046.0687115,57.862,58.15024999999999
2020-09-08,48.77,9893.0422638,57.027,57.98549999999999
2020-09-09,47.48,8002.7609722,56.287,57.74549999999999
